text,label,sentiment
warming increased co2 level would increase amount water vapour amplifying warming positive feedback loop,climate,0.8481
1896 published first model kind projecting halving co2 level could produced drop temperature initiating ice age,climate,0.3182
arrhenius calculated temperature increase expected doubling co2 around,climate,0.3182
scientist initially skeptical believed greenhouse effect saturated adding co2 would make difference would self regulating,climate,-0.3182
1950s gilbert plass created detailed computer model included different atmospheric layer infrared spectrum,climate,0.25
model predicted increasing co2 level would cause warming,climate,0.1531
around time han sue found evidence co2 level rising roger revelle showed ocean would absorb increase,climate,0.3182
two scientist subsequently helped charles keeling begin record continued increase termed keeling curve,climate,0.3182
scientist alerted public danger highlighted james hansen 1988 congressional testimony,climate,-0.5267
intergovernmental panel change ipcc set 1988 provide formal advice world government spurred interdisciplinary research,climate,0.0
part ipcc report scientist ass scientific discussion take place peer reviewed journal article near complete scientific consensus warming caused human activity,climate,-0.4404
2019 agreement recent literature reached 99,climate,0.5574
scientific body national international standing disagrees view,climate,-0.3182
consensus developed form action taken protect people impact change,climate,0.3818
national science academy called world leader cut global emission,climate,-0.2732
article incorporates text free content work,climate,0.5106
licensed cc sa license statement permission,climate,0.0
ppen classification scheme divide five main group tropical arid temperate continental polar,climate,0.0
second letter indicates seasonal precipitation type third letter indicates level heat,climate,0.0
summer defined month period warmer either april september october march winter month period cooler group tropical type average temperature 18 64 higher every month year significant precipitation,climate,0.4588
af tropical rainforest average precipitation least 60 mm every month,climate,0.0
tropical monsoon driest month nearly always occurs soon winter solstice side equator precipitation le 60 mm least 100 25 textstyle 100 left frac mathrm total annual precipitation mm 25 right,climate,0.0
aw tropical wet dry savanna driest month precipitation le 60 mm le 100 25 textstyle 100 left frac mathrm total annual precipitation mm 25 right group arid type defined little precipitation fit polar ef et criterion month average temperature greater 10 50,climate,0.575
threshold millimeter determined multiplying average annual temperature celsius 20 adding 280 70 total precipitation spring summer month april september northern hemisphere october march southern 140 30 70 total precipitation received spring summer le 30 total precipitation received spring summer annual precipitation le 50 threshold classification bw arid desert range 50 100 threshold classification semi arid steppe third letter included indicate temperature,climate,0.34
